Statistical profiling result from isolate-00000000004A2560-v8.log, (29583 ticks, 2453 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    477  100.0%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    477  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
    434   45.1%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
    434  100.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    295   68.0%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    269   91.2%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     26    8.8%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
    139   32.0%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
    139  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     31    3.2%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
     31  100.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     31  100.0%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     31  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     21    2.2%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:180:18
     21  100.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     21  100.0%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     14   66.7%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
      7   33.3%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
    374    9.9%    LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    363   97.1%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
    361   99.4%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    347   96.1%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
    346   99.7%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     14    3.9%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     14  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     10    2.7%      LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
      7   70.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      7  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      7  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      3   30.0%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      3  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18
      3  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10

   3674   12.4%  LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
   3239   88.2%    LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
   3238  100.0%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
   3014   93.1%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
   2404   79.8%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
   2009   83.6%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    256   10.6%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
    139    5.8%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
    610   20.2%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    587   96.2%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     23    3.8%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
    199    6.1%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
    199  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    199  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    329    9.0%    LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
    324   98.5%      LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    222   68.5%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
    222  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    222  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    102   31.5%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    102  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
    102  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    106    2.9%    LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
    106  100.0%      LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    106  100.0%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    106  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
    106  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10

   2453    8.3%  UNKNOWN

   1399    4.7%  C:\Program Files\nodejs\node.exe
    920   65.8%    C:\Program Files\nodejs\node.exe
    280   30.4%      LazyCompile: *defineProperty native v8natives.js:573:30
    280  100.0%        LazyCompile: *DefineIndexedProperty native array.js:48:31
    245   87.5%          LazyCompile: *InnerArrayFilter native array.js:913:26
    238   97.1%            LazyCompile: *filter native array.js:927:21
      7    2.9%            LazyCompile: ~filter native array.js:927:21
     28   10.0%          LazyCompile: *map native array.js:994:18
     28  100.0%            LazyCompile: *extractList C:\code\JS\pegs\lib\compiler\Parser.js:48:23
    169   18.4%      LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     68   40.2%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     35   51.5%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     35  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     30   44.1%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
     16   53.3%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     13   43.3%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18
      1    3.3%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      2    2.9%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      1   50.0%            LazyCompile: ~parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      1   50.0%            LazyCompile: ~parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
     60   35.5%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     43   71.7%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     43  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      9   15.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      9  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      8   13.3%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
      8  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     40   23.7%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     31   77.5%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     18   58.1%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     13   41.9%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
      9   22.5%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      9  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     86    9.3%      LazyCompile: *parseInt native v8natives.js:36:24
     86  100.0%        LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:462:9
     86  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     86  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     66    7.2%      LazyCompile: *passed C:\code\JS\pegs\lib\runtime\Rule.js:9:18
     43   65.2%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     25   58.1%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     25  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     18   41.9%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
     12   66.7%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18
      6   33.3%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     23   34.8%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     18   78.3%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     17   94.4%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      1    5.6%            LazyCompile: ~parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      3   13.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
      3  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      2    8.7%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      2  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     60    6.5%      LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:462:9
     60  100.0%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     60  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     60  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     34    3.7%      LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     20   58.8%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     20  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     13   65.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
      7   35.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      9   26.5%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
      7   77.8%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      7  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      2   22.2%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18
      2  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      4   11.8%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      4  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      4  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      1    2.9%        LazyCompile: ~parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      1  100.0%          LazyCompile: ~parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      1  100.0%            LazyCompile: ~parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     28    3.0%      LazyCompile: ~runInThisContext bootstrap_node.js:403:28
     28  100.0%        LazyCompile: NativeModule.compile bootstrap_node.js:485:44
     28  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:419:34
      8   28.6%            LazyCompile: ~startup bootstrap_node.js:12:19
      5   17.9%            Function: ~<anonymous> module.js:1:11
      3   10.7%            LazyCompile: ~setupGlobalVariables bootstrap_node.js:202:32
      3   10.7%            LazyCompile: NativeModule.compile bootstrap_node.js:485:44
      3   10.7%            Function: ~<anonymous> util.js:1:11
      3   10.7%            Function: ~<anonymous> stream.js:1:11
      1    3.6%            LazyCompile: ~setupGlobalTimeouts bootstrap_node.js:230:31
      1    3.6%            Function: ~<anonymous> timers.js:1:11
      1    3.6%            Function: ~<anonymous> buffer.js:1:11
     61    4.4%    LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     60   98.4%      LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     42   70.0%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     42  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     42  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     18   30.0%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     18  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     17   94.4%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
      1    5.6%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18

   1291    4.4%  Stub: LoadICStub
    871   67.5%    LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    365   41.9%      LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
    328   89.9%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    328  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
    313   95.4%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     12    3.7%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     25    6.8%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     25  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     15   60.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     10   40.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     12    3.3%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
     12  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     12  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    346   39.7%      LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    242   69.9%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
    242  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    165   68.2%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     77   31.8%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     73   21.1%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
     44   60.3%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18
     44  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     20   27.4%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     20  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      5    6.8%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
      5  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      4    5.5%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:180:18
      4  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     31    9.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     30   96.8%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     30  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      1    3.2%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
      1  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    160   18.4%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
    150   93.8%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    113   75.3%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     99   87.6%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     12   10.6%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     37   24.7%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     33   89.2%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
      4   10.8%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
      8    5.0%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      8  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      8  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    311   24.1%    LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
    292   93.9%      LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    230   78.8%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
    186   80.9%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    186  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     29   12.6%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     29  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     15    6.5%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
     15  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     60   20.5%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     50   83.3%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     50  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     10   16.7%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
      4   40.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      3   30.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
      3   30.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:180:18
     17    5.5%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     17  100.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     17  100.0%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     17  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     59    4.6%    LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     59  100.0%      LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     37   62.7%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     21   56.8%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     21  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     16   43.2%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     16  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     13   22.0%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     13  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     13  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
      9   15.3%        LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
      9  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
      9  100.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18

   1220    4.1%  LazyCompile: *exec native regexp.js:116:30
   1164   95.4%    LazyCompile: *[Symbol.match] native regexp.js:430:29
   1162   99.8%      LazyCompile: *match native string.js:105:23
   1162  100.0%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:74:18
   1092   94.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    718   65.8%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    374   34.2%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     70    6.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
     70  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     27    2.2%    LazyCompile: *RegExpSubclassExec native regexp.js:207:28
     27  100.0%      LazyCompile: ~[Symbol.match] native regexp.js:430:29
     27  100.0%        LazyCompile: *match native string.js:105:23
     27  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:74:18
     25   92.6%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      2    7.4%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18

   1190    4.0%  Builtin: CallFunction_ReceiverIsNotNullOrUndefined
    500   42.0%    LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
    321   64.2%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
    321  100.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    230   71.7%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
    230  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     91   28.3%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     91  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    135   27.0%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
     72   53.3%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18
     72  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     72  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     59   43.7%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     59  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     41   69.5%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     18   30.5%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     44    8.8%      LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     44  100.0%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     44  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     44  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
    304   25.5%    LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    135   44.4%      LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     91   67.4%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:284:18
     91  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     60   65.9%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     31   34.1%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     28   20.7%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:268:18
     18   64.3%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:234:18
     18  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     10   35.7%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     10  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     16   11.9%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     16  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     16  100.0%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
    111   36.5%      LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     91   82.0%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     91  100.0%          LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     83   91.2%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      7    7.7%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     16   14.4%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
     16  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      8   50.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
      8   50.0%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
      4    3.6%        LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:196:18
      4  100.0%          LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      4  100.0%            LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:117:18
     58   19.1%      LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:93:18
     53   91.4%        LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
     33   62.3%          LazyCompile: parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:139:18
     30   90.9%            LazyCompile: *parse C:\code\JS\pegs\lib\runtime\Rule.js:10:10
      3    9.1%            LazyCompile: *parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:156:18
