Statistical profiling result from isolate-000000000027AC30-v8.log, (177275 ticks, 4035 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     18    0.0%    0.0%  Handler: parse {462}
     18    0.0%    0.0%  Handler: parse {402}
     18    0.0%    0.0%  Handler: parse {285}
     18    0.0%    0.0%  Handler: parse {279}
     18    0.0%    0.0%  Handler: parse {217}
     18    0.0%    0.0%  Handler: parse {182}
     17    0.0%    0.0%  Handler: parseInternal {73}
     17    0.0%    0.0%  Handler: parseInternal {63}
     17    0.0%    0.0%  Handler: parseInternal {401}
     17    0.0%    0.0%  Handler: parseInternal {399}
     17    0.0%    0.0%  Handler: parseInternal {319}
     17    0.0%    0.0%  Handler: parseInternal {285}
     17    0.0%    0.0%  Handler: parseInternal {278}
     17    0.0%    0.0%  Handler: parseInternal {256}
     17    0.0%    0.0%  Handler: parseInternal {248}
     17    0.0%    0.0%  Handler: parseInternal {186}
     17    0.0%    0.0%  Handler: parseInternal {185}
     17    0.0%    0.0%  Handler: parseInternal {179}
     17    0.0%    0.0%  Handler: parseInternal {169}
     17    0.0%    0.0%  Handler: parseInternal {151}
     17    0.0%    0.0%  Handler: parseInternal {149}
     17    0.0%    0.0%  Handler: parse {71}
     17    0.0%    0.0%  Handler: parse {446}
     17    0.0%    0.0%  Handler: parse {437}
     17    0.0%    0.0%  Handler: parse {435}
     17    0.0%    0.0%  Handler: parse {411}
     17    0.0%    0.0%  Handler: parse {387}
     17    0.0%    0.0%  Handler: parse {380}
     17    0.0%    0.0%  Handler: parse {371}
     17    0.0%    0.0%  Handler: parse {351}
     17    0.0%    0.0%  Handler: parse {337}
     17    0.0%    0.0%  Handler: parse {32}
     17    0.0%    0.0%  Handler: parse {311}
     17    0.0%    0.0%  Handler: parse {276}
     17    0.0%    0.0%  Handler: parse {260}
     17    0.0%    0.0%  Handler: parse {158}
     17    0.0%    0.0%  Handler: parse {144}
     17    0.0%    0.0%  Handler: parse {126}
     17    0.0%    0.0%  Handler: parse {116}
     17    0.0%    0.0%  Handler: parse {115}
     17    0.0%    0.0%  Builtin: CallFunction_ReceiverIsNullOrUndefined
     16    0.0%    0.0%  Stub: RecordWriteStub {6}
     16    0.0%    0.0%  RegExp: [\\u02B0-\\u02C1\\u02C6-\\u02D1\\u02E0-\\u02E4\\u02EC\\u02EE\\u0374\\u037A\\u0559\\u0640\\u06E5-\\u06E6\\u07F4-\\u07F5\\u07FA\\u081A\\u0824\\u0828\\u0971\\u0E46\\u0EC6\\u10FC\\u17D7\\u1843\\u1AA7\\u1C78-\\u1C7D\\u1D2C-\\u1D6A\\u1D78\\u1D9B-\\u1DBF\\u2071\\u207F\\u2090-\\u209C\\u2C7C-\\u2C7D\\u2D6F\\u2E2F\\u3005\\u3031-\\u3035\\u303B\\u309D-\\u309E\\u30FC-\\u30FE\\uA015\\uA4F8-\\uA4FD\\uA60C\\uA67F\\uA69C-\\uA69D\\uA717-\\uA71F\\uA770\\uA788\\uA7F8-\\uA7F9\\uA9CF\\uA9E6\\uAA70\\uAADD\\uAAF3-\\uAAF4\\uAB5C-\\uAB5F\\uFF70\\uFF9E-\\uFF9F]
     16    0.0%    0.0%  RegExp: [\\u01C5\\u01C8\\u01CB\\u01F2\\u1F88-\\u1F8F\\u1F98-\\u1F9F\\u1FA8-\\u1FAF\\u1FBC\\u1FCC\\u1FFC]
     16    0.0%    0.0%  Handler: parseInternal {85}
     16    0.0%    0.0%  Handler: parseInternal {424}
     16    0.0%    0.0%  Handler: parseInternal {356}
     16    0.0%    0.0%  Handler: parseInternal {339}
     16    0.0%    0.0%  Handler: parseInternal {331}
     16    0.0%    0.0%  Handler: parseInternal {295}
     16    0.0%    0.0%  Handler: parseInternal {294}
     16    0.0%    0.0%  Handler: parseInternal {257}
     16    0.0%    0.0%  Handler: parseInternal {244}
     16    0.0%    0.0%  Handler: parseInternal {205}
     16    0.0%    0.0%  Handler: parseInternal {198}
     16    0.0%    0.0%  Handler: parseInternal {188}
     16    0.0%    0.0%  Handler: parseInternal {16}
     16    0.0%    0.0%  Handler: parseInternal {105}
     16    0.0%    0.0%  Handler: parse {88}
     16    0.0%    0.0%  Handler: parse {72}
     16    0.0%    0.0%  Handler: parse {64}
     16    0.0%    0.0%  Handler: parse {62}
     16    0.0%    0.0%  Handler: parse {61}
     16    0.0%    0.0%  Handler: parse {457}
     16    0.0%    0.0%  Handler: parse {389}
     16    0.0%    0.0%  Handler: parse {344}
     16    0.0%    0.0%  Handler: parse {343}
     16    0.0%    0.0%  Handler: parse {332}
     16    0.0%    0.0%  Handler: parse {329}
     16    0.0%    0.0%  Handler: parse {319}
     16    0.0%    0.0%  Handler: parse {23}
     16    0.0%    0.0%  Handler: parse {229}
     16    0.0%    0.0%  Handler: parse {224}
     16    0.0%    0.0%  Handler: parse {167}
     16    0.0%    0.0%  Builtin: InterruptCheck
     15    0.0%    0.0%  LazyCompile: ~<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:170:9
     15    0.0%    0.0%  Handler: parseInternal {499}
     15    0.0%    0.0%  Handler: parseInternal {357}
     15    0.0%    0.0%  Handler: parseInternal {303}
     15    0.0%    0.0%  Handler: parseInternal {260}
     15    0.0%    0.0%  Handler: parseInternal {258}
     15    0.0%    0.0%  Handler: parseInternal {249}
     15    0.0%    0.0%  Handler: parseInternal {232}
     15    0.0%    0.0%  Handler: parseInternal {222}
     15    0.0%    0.0%  Handler: parseInternal {203}
     15    0.0%    0.0%  Handler: parseInternal {139}
     15    0.0%    0.0%  Handler: parseInternal {111}
     15    0.0%    0.0%  Handler: parse {51}
     15    0.0%    0.0%  Handler: parse {429}
     15    0.0%    0.0%  Handler: parse {394}
     15    0.0%    0.0%  Handler: parse {350}
     15    0.0%    0.0%  Handler: parse {265}
     15    0.0%    0.0%  Handler: parse {250}
     15    0.0%    0.0%  Handler: parse {223}
     15    0.0%    0.0%  Handler: parse {213}
     15    0.0%    0.0%  Handler: parse {200}
     15    0.0%    0.0%  Handler: parse {172}
     15    0.0%    0.0%  Handler: parse {164}
     14    0.0%    0.0%  Handler: parseInternal {95}
     14    0.0%    0.0%  Handler: parseInternal {86}
     14    0.0%    0.0%  Handler: parseInternal {400}
     14    0.0%    0.0%  Handler: parseInternal {381}
     14    0.0%    0.0%  Handler: parseInternal {380}
     14    0.0%    0.0%  Handler: parseInternal {373}
     14    0.0%    0.0%  Handler: parseInternal {349}
     14    0.0%    0.0%  Handler: parseInternal {284}
     14    0.0%    0.0%  Handler: parseInternal {241}
     14    0.0%    0.0%  Handler: parseInternal {215}
     14    0.0%    0.0%  Handler: parseInternal {208}
     14    0.0%    0.0%  Handler: parseInternal {141}
     14    0.0%    0.0%  Handler: parse {96}
     14    0.0%    0.0%  Handler: parse {463}
     14    0.0%    0.0%  Handler: parse {385}
     14    0.0%    0.0%  Handler: parse {359}
     14    0.0%    0.0%  Handler: parse {322}
     14    0.0%    0.0%  Handler: parse {321}
     14    0.0%    0.0%  Handler: parse {310}
     14    0.0%    0.0%  Handler: parse {294}
     14    0.0%    0.0%  Handler: parse {292}
     14    0.0%    0.0%  Handler: parse {240}
     14    0.0%    0.0%  Handler: parse {201}
     14    0.0%    0.0%  Handler: parse {18}
     14    0.0%    0.0%  Handler: parse {181}
     14    0.0%    0.0%  Handler: parse {147}
     13    0.0%    0.0%  RegExp: [_\\u203F-\\u2040\\u2054\\uFE33-\\uFE34\\uFE4D-\\uFE4F\\uFF3F]
     13    0.0%    0.0%  Handler: parseInternal {83}
     13    0.0%    0.0%  Handler: parseInternal {469}
     13    0.0%    0.0%  Handler: parseInternal {442}
     13    0.0%    0.0%  Handler: parseInternal {398}
     13    0.0%    0.0%  Handler: parseInternal {390}
     13    0.0%    0.0%  Handler: parseInternal {321}
     13    0.0%    0.0%  Handler: parseInternal {296}
     13    0.0%    0.0%  Handler: parseInternal {292}
     13    0.0%    0.0%  Handler: parseInternal {283}
     13    0.0%    0.0%  Handler: parseInternal {221}
     13    0.0%    0.0%  Handler: parseInternal {17}
     13    0.0%    0.0%  Handler: parseInternal {147}
     13    0.0%    0.0%  Handler: parseInternal {133}
     13    0.0%    0.0%  Handler: parseInternal {132}
     13    0.0%    0.0%  Handler: parseInternal {116}
     13    0.0%    0.0%  Handler: parse {482}
     13    0.0%    0.0%  Handler: parse {475}
     13    0.0%    0.0%  Handler: parse {454}
     13    0.0%    0.0%  Handler: parse {426}
     13    0.0%    0.0%  Handler: parse {415}
     13    0.0%    0.0%  Handler: parse {396}
     13    0.0%    0.0%  Handler: parse {305}
     13    0.0%    0.0%  Handler: parse {284}
     13    0.0%    0.0%  Handler: parse {232}
     13    0.0%    0.0%  Handler: parse {193}
     13    0.0%    0.0%  Handler: parse {171}
     13    0.0%    0.0%  Handler: parse {148}
     13    0.0%    0.0%  Handler: parse {146}
     13    0.0%    0.0%  Handler: parse {145}
     13    0.0%    0.0%  Handler: parse {135}
     13    0.0%    0.0%  Handler: parse {128}
     12    0.0%    0.0%  LazyCompile: *join native array.js:347:19
     12    0.0%    0.0%  LazyCompile: *InnerArrayJoin native array.js:334:24
     12    0.0%    0.0%  KeyedLoadIC: A keyed load IC from the snapshot {1}
     12    0.0%    0.0%  Handler: parseInternal {74}
     12    0.0%    0.0%  Handler: parseInternal {491}
     12    0.0%    0.0%  Handler: parseInternal {482}
     12    0.0%    0.0%  Handler: parseInternal {34}
     12    0.0%    0.0%  Handler: parseInternal {320}
     12    0.0%    0.0%  Handler: parseInternal {314}
     12    0.0%    0.0%  Handler: parseInternal {311}
     12    0.0%    0.0%  Handler: parseInternal {301}
     12    0.0%    0.0%  Handler: parseInternal {24}
     12    0.0%    0.0%  Handler: parseInternal {231}
     12    0.0%    0.0%  Handler: parseInternal {189}
     12    0.0%    0.0%  Handler: parseInternal {170}
     12    0.0%    0.0%  Handler: parse {84}
     12    0.0%    0.0%  Handler: parse {44}
     12    0.0%    0.0%  Handler: parse {43}
     12    0.0%    0.0%  Handler: parse {386}
     12    0.0%    0.0%  Handler: parse {370}
     12    0.0%    0.0%  Handler: parse {320}
     12    0.0%    0.0%  Handler: parse {241}
     12    0.0%    0.0%  Handler: parse {175}
     12    0.0%    0.0%  Handler: parse {165}
     12    0.0%    0.0%  Handler: parse {110}
     11    0.0%    0.0%  Handler: parseInternal {64}
     11    0.0%    0.0%  Handler: parseInternal {472}
     11    0.0%    0.0%  Handler: parseInternal {461}
     11    0.0%    0.0%  Handler: parseInternal {431}
     11    0.0%    0.0%  Handler: parseInternal {35}
     11    0.0%    0.0%  Handler: parseInternal {270}
     11    0.0%    0.0%  Handler: parseInternal {233}
     11    0.0%    0.0%  Handler: parseInternal {217}
     11    0.0%    0.0%  Handler: parseInternal {184}
     11    0.0%    0.0%  Handler: parseInternal {163}
     11    0.0%    0.0%  Handler: parseInternal {120}
     11    0.0%    0.0%  Handler: parse {481}
     11    0.0%    0.0%  Handler: parse {480}
     11    0.0%    0.0%  Handler: parse {47}
     11    0.0%    0.0%  Handler: parse {474}
     11    0.0%    0.0%  Handler: parse {473}
     11    0.0%    0.0%  Handler: parse {439}
     11    0.0%    0.0%  Handler: parse {400}
     11    0.0%    0.0%  Handler: parse {360}
     11    0.0%    0.0%  Handler: parse {328}
     11    0.0%    0.0%  Handler: parse {287}
     11    0.0%    0.0%  Handler: parse {256}
     11    0.0%    0.0%  Handler: parse {236}
     11    0.0%    0.0%  Handler: parse {19}
     11    0.0%    0.0%  Handler: parse {184}
     11    0.0%    0.0%  Handler: parse {180}
     11    0.0%    0.0%  Handler: parse {117}
     10    0.0%    0.0%  LazyCompile: ~text C:\code\JS\pegs\lib\compiler\Parser.js:329:12
     10    0.0%    0.0%  LazyCompile: ~<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:202:9
     10    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:81:9
     10    0.0%    0.0%  Handler: parseInternal {66}
     10    0.0%    0.0%  Handler: parseInternal {490}
     10    0.0%    0.0%  Handler: parseInternal {483}
     10    0.0%    0.0%  Handler: parseInternal {474}
     10    0.0%    0.0%  Handler: parseInternal {414}
     10    0.0%    0.0%  Handler: parseInternal {368}
     10    0.0%    0.0%  Handler: parseInternal {341}
     10    0.0%    0.0%  Handler: parseInternal {288}
     10    0.0%    0.0%  Handler: parseInternal {197}
     10    0.0%    0.0%  Handler: parseInternal {196}
     10    0.0%    0.0%  Handler: parseInternal {124}
     10    0.0%    0.0%  Handler: parseInternal {121}
     10    0.0%    0.0%  Handler: parse {7}
     10    0.0%    0.0%  Handler: parse {70}
     10    0.0%    0.0%  Handler: parse {50}
     10    0.0%    0.0%  Handler: parse {466}
     10    0.0%    0.0%  Handler: parse {455}
     10    0.0%    0.0%  Handler: parse {403}
     10    0.0%    0.0%  Handler: parse {395}
     10    0.0%    0.0%  Handler: parse {390}
     10    0.0%    0.0%  Handler: parse {369}
     10    0.0%    0.0%  Handler: parse {362}
     10    0.0%    0.0%  Handler: parse {346}
     10    0.0%    0.0%  Handler: parse {295}
     10    0.0%    0.0%  Handler: parse {288}
     10    0.0%    0.0%  Handler: parse {278}
     10    0.0%    0.0%  Handler: parse {26}
     10    0.0%    0.0%  Handler: parse {269}
     10    0.0%    0.0%  Handler: parse {266}
     10    0.0%    0.0%  Handler: parse {130}
     10    0.0%    0.0%  Handler: parse {102}
     10    0.0%    0.0%  Builtin: Call_ReceiverIsAny
      9    0.0%    0.0%  Stub: RecordWriteStub {3}
      9    0.0%    0.0%  LazyCompile: ~NativeModule.require bootstrap_node.js:419:34
      9    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:217:9
      9    0.0%    0.0%  Handler: parseInternal {7}
      9    0.0%    0.0%  Handler: parseInternal {465}
      9    0.0%    0.0%  Handler: parseInternal {460}
      9    0.0%    0.0%  Handler: parseInternal {451}
      9    0.0%    0.0%  Handler: parseInternal {44}
      9    0.0%    0.0%  Handler: parseInternal {372}
      9    0.0%    0.0%  Handler: parseInternal {351}
      9    0.0%    0.0%  Handler: parseInternal {350}
      9    0.0%    0.0%  Handler: parseInternal {33}
      9    0.0%    0.0%  Handler: parseInternal {323}
      9    0.0%    0.0%  Handler: parseInternal {164}
      9    0.0%    0.0%  Handler: parseInternal {154}
      9    0.0%    0.0%  Handler: parseInternal {107}
      9    0.0%    0.0%  Handler: parse {9}
      9    0.0%    0.0%  Handler: parse {82}
      9    0.0%    0.0%  Handler: parse {65}
      9    0.0%    0.0%  Handler: parse {58}
      9    0.0%    0.0%  Handler: parse {448}
      9    0.0%    0.0%  Handler: parse {447}
      9    0.0%    0.0%  Handler: parse {445}
      9    0.0%    0.0%  Handler: parse {335}
      9    0.0%    0.0%  Handler: parse {303}
      9    0.0%    0.0%  Handler: parse {298}
      9    0.0%    0.0%  Handler: parse {268}
      9    0.0%    0.0%  Handler: parse {252}
      9    0.0%    0.0%  Handler: parse {230}
      9    0.0%    0.0%  Handler: parse {191}
      9    0.0%    0.0%  Handler: parse {16}
      9    0.0%    0.0%  Handler: parse {166}
      9    0.0%    0.0%  Handler: parse {160}
      9    0.0%    0.0%  Handler: parse {157}
      9    0.0%    0.0%  Handler: parse {139}
      9    0.0%    0.0%  Handler: parse {138}
      9    0.0%    0.0%  Handler: parse {109}
      9    0.0%    0.0%  Handler: parse {101}
      9    0.0%    0.0%  Handler: An IC handler from the snapshot {5}
      8    0.0%    0.0%  Stub: ToIntegerStub
      8    0.0%    0.0%  LazyCompile: ~location C:\code\JS\pegs\lib\compiler\Parser.js:218:16
      8    0.0%    0.0%  Handler: parseInternal {53}
      8    0.0%    0.0%  Handler: parseInternal {48}
      8    0.0%    0.0%  Handler: parseInternal {450}
      8    0.0%    0.0%  Handler: parseInternal {385}
      8    0.0%    0.0%  Handler: parseInternal {342}
      8    0.0%    0.0%  Handler: parseInternal {337}
      8    0.0%    0.0%  Handler: parseInternal {329}
      8    0.0%    0.0%  Handler: parseInternal {263}
      8    0.0%    0.0%  Handler: parseInternal {23}
      8    0.0%    0.0%  Handler: parseInternal {204}
      8    0.0%    0.0%  Handler: parseInternal {18}
      8    0.0%    0.0%  Handler: parseInternal {172}
      8    0.0%    0.0%  Handler: parseInternal {123}
      8    0.0%    0.0%  Handler: parseInternal
      8    0.0%    0.0%  Handler: parse {74}
      8    0.0%    0.0%  Handler: parse {66}
      8    0.0%    0.0%  Handler: parse {476}
      8    0.0%    0.0%  Handler: parse {450}
      8    0.0%    0.0%  Handler: parse {42}
      8    0.0%    0.0%  Handler: parse {421}
      8    0.0%    0.0%  Handler: parse {397}
      8    0.0%    0.0%  Handler: parse {345}
      8    0.0%    0.0%  Handler: parse {33}
      8    0.0%    0.0%  Handler: parse {336}
      8    0.0%    0.0%  Handler: parse {331}
      8    0.0%    0.0%  Handler: parse {306}
      8    0.0%    0.0%  Handler: parse {304}
      8    0.0%    0.0%  Handler: parse {2}
      8    0.0%    0.0%  Handler: parse {253}
      8    0.0%    0.0%  Handler: parse {245}
      8    0.0%    0.0%  Handler: parse {216}
      8    0.0%    0.0%  Handler: parse {202}
      8    0.0%    0.0%  Handler: parse {15}
      8    0.0%    0.0%  Handler: parse {100}
      8    0.0%    0.0%  Builtin: Construct
      7    0.0%    0.0%  Stub: RecordWriteStub {9}
      7    0.0%    0.0%  Stub: ArraySingleArgumentConstructorStub
      7    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:106:9
      7    0.0%    0.0%  Handler: parseInternal {96}
      7    0.0%    0.0%  Handler: parseInternal {65}
      7    0.0%    0.0%  Handler: parseInternal {58}
      7    0.0%    0.0%  Handler: parseInternal {50}
      7    0.0%    0.0%  Handler: parseInternal {498}
      7    0.0%    0.0%  Handler: parseInternal {445}
      7    0.0%    0.0%  Handler: parseInternal {427}
      7    0.0%    0.0%  Handler: parseInternal {417}
      7    0.0%    0.0%  Handler: parseInternal {37}
      7    0.0%    0.0%  Handler: parseInternal {330}
      7    0.0%    0.0%  Handler: parseInternal {293}
      7    0.0%    0.0%  Handler: parseInternal {243}
      7    0.0%    0.0%  Handler: parseInternal {199}
      7    0.0%    0.0%  Handler: parseInternal {190}
      7    0.0%    0.0%  Handler: parseInternal {183}
      7    0.0%    0.0%  Handler: parseInternal {173}
      7    0.0%    0.0%  Handler: parseInternal {144}
      7    0.0%    0.0%  Handler: parseInternal {135}
      7    0.0%    0.0%  Handler: parseInternal {108}
      7    0.0%    0.0%  Handler: parse {91}
      7    0.0%    0.0%  Handler: parse {80}
      7    0.0%    0.0%  Handler: parse {55}
      7    0.0%    0.0%  Handler: parse {53}
      7    0.0%    0.0%  Handler: parse {468}
      7    0.0%    0.0%  Handler: parse {459}
      7    0.0%    0.0%  Handler: parse {410}
      7    0.0%    0.0%  Handler: parse {401}
      7    0.0%    0.0%  Handler: parse {398}
      7    0.0%    0.0%  Handler: parse {381}
      7    0.0%    0.0%  Handler: parse {378}
      7    0.0%    0.0%  Handler: parse {372}
      7    0.0%    0.0%  Handler: parse {347}
      7    0.0%    0.0%  Handler: parse {323}
      7    0.0%    0.0%  Handler: parse {259}
      7    0.0%    0.0%  Handler: parse {226}
      7    0.0%    0.0%  Handler: parse {199}
      7    0.0%    0.0%  Handler: parse {194}
      7    0.0%    0.0%  Handler: parse {173}
      7    0.0%    0.0%  Handler: parse {111}
      7    0.0%    0.0%  Handler: parse {106}
      6    0.0%    0.0%  RegExp: [0-9\\u0660-\\u0669\\u06F0-\\u06F9\\u07C0-\\u07C9\\u0966-\\u096F\\u09E6-\\u09EF\\u0A66-\\u0A6F\\u0AE6-\\u0AEF\\u0B66-\\u0B6F\\u0BE6-\\u0BEF\\u0C66-\\u0C6F\\u0CE6-\\u0CEF\\u0D66-\\u0D6F\\u0DE6-\\u0DEF\\u0E50-\\u0E59\\u0ED0-\\u0ED9\\u0F20-\\u0F29\\u1040-\\u1049\\u1090-\\u1099\\u17E0-\\u17E9\\u1810-\\u1819\\u1946-\\u194F\\u19D0-\\u19D9\\u1A80-\\u1A89\\u1A90-\\u1A99\\u1B50-\\u1B59\\u1BB0-\\u1BB9\\u1C40-\\u1C49\\u1C50-\\u1C59\\uA620-\\uA629\\uA8D0-\\uA8D9\\uA900-\\uA909\\uA9D0-\\uA9D9\\uA9F0-\\uA9F9\\uAA50-\\uAA59\\uABF0-\\uABF9\\uFF10-\\uFF19]
      6    0.0%    0.0%  LazyCompile: *parts.parts.filter.part C:\code\JS\pegs\lib\compiler\Parser.js:360:29
      6    0.0%    0.0%  LazyCompile: *map native array.js:994:18
      6    0.0%    0.0%  LazyCompile: *StackPop native array.js:117:18
      6    0.0%    0.0%  Handler: parseInternal {84}
      6    0.0%    0.0%  Handler: parseInternal {75}
      6    0.0%    0.0%  Handler: parseInternal {57}
      6    0.0%    0.0%  Handler: parseInternal {439}
      6    0.0%    0.0%  Handler: parseInternal {393}
      6    0.0%    0.0%  Handler: parseInternal {375}
      6    0.0%    0.0%  Handler: parseInternal {36}
      6    0.0%    0.0%  Handler: parseInternal {360}
      6    0.0%    0.0%  Handler: parseInternal {272}
      6    0.0%    0.0%  Handler: parseInternal {213}
      6    0.0%    0.0%  Handler: parseInternal {165}
      6    0.0%    0.0%  Handler: parseInternal {131}
      6    0.0%    0.0%  Handler: parseInternal {130}
      6    0.0%    0.0%  Handler: parse {81}
      6    0.0%    0.0%  Handler: parse {77}
      6    0.0%    0.0%  Handler: parse {56}
      6    0.0%    0.0%  Handler: parse {4}
      6    0.0%    0.0%  Handler: parse {483}
      6    0.0%    0.0%  Handler: parse {458}
      6    0.0%    0.0%  Handler: parse {438}
      6    0.0%    0.0%  Handler: parse {382}
      6    0.0%    0.0%  Handler: parse {374}
      6    0.0%    0.0%  Handler: parse {353}
      6    0.0%    0.0%  Handler: parse {296}
      6    0.0%    0.0%  Handler: parse {293}
      6    0.0%    0.0%  Handler: parse {215}
      6    0.0%    0.0%  Handler: parse {159}
      6    0.0%    0.0%  Handler: parse {155}
      5    0.0%    0.0%  RegExp: [\\u0903\\u093B\\u093E-\\u0940\\u0949-\\u094C\\u094E-\\u094F\\u0982-\\u0983\\u09BE-\\u09C0\\u09C7-\\u09C8\\u09CB-\\u09CC\\u09D7\\u0A03\\u0A3E-\\u0A40\\u0A83\\u0ABE-\\u0AC0\\u0AC9\\u0ACB-\\u0ACC\\u0B02-\\u0B03\\u0B3E\\u0B40\\u0B47-\\u0B48\\u0B4B-\\u0B4C\\u0B57\\u0BBE-\\u0BBF\\u0BC1-\\u0BC2\\u0BC6-\\u0BC8\\u0BCA-\\u0BCC\\u0BD7\\u0C01-\\u0C03\\u0C41-\\u0C44\\u0C82-\\u0C83\\u0CBE\\u0CC0-\\u0CC4\\u0CC7-\\u0CC8\\u0CCA-\\u0CCB\\u0CD5-\\u0CD6\\u0D02-\\u0D03\\u0D3E-\\u0D40\\u0D46-\\u0D48\\u0D4A-\\u0D4C\\u0D57\\u0D82-\\u0D83\\u0DCF-\\u0DD1\\u0DD8-\\u0DDF\\u0DF2-\\u0DF3\\u0F3E-\\u0F3F\\u0F7F\\u102B-\\u102C\\u1031\\u1038\\u103B-\\u103C\\u1056-\\u1057\\u1062-\\u1064\\u1067-\\u106D\\u1083-\\u1084\\u1087-\\u108C\\u108F\\u109A-\\u109C\\u17B6\\u17BE-\\u17C5\\u17C7-\\u17C8\\u1923-\\u1926\\u1929-\\u192B\\u1930-\\u1931\\u1933-\\u1938\\u1A19-\\u1A1A\\u1A55\\u1A57\\u1A61\\u1A63-\\u1A64\\u1A6D-\\u1A72\\u1B04\\u1B35\\u1B3B\\u1B3D-\\u1B41\\u1B43-\\u1B44\\u1B82\\u1BA1\\u1BA6-\\u1BA7\\u1BAA\\u1BE7\\u1BEA-\\u1BEC\\u1BEE\\u1BF2-\\u1BF3\\u1C24-\\u1C2B\\u1C34-\\u1C35\\u1CE1\\u1CF2-\\u1CF3\\u302E-\\u302F\\uA823-\\uA824\\uA827\\uA880-\\uA881\\uA8B4-\\uA8C3\\uA952-\\uA953\\uA983\\uA9B4-\\uA9B5\\uA9BA-\\uA9BB\\uA9BD-\\uA9C0\\uAA2F-\\uAA30\\uAA33-\\uAA34\\uAA4D\\uAA7B\\uAA7D\\uAAEB\\uAAEE-\\uAAEF\\uAAF5\\uABE3-\\uABE4\\uABE6-\\uABE7\\uABE9-\\uABEA\\uABEC]
      5    0.0%    0.0%  LazyCompile: ~location C:\code\JS\pegs\lib\compiler\Parser.js:301:16
      5    0.0%    0.0%  LazyCompile: ~<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:81:9
      5    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:327:9
      5    0.0%    0.0%  Handler: parseInternal {56}
      5    0.0%    0.0%  Handler: parseInternal {496}
      5    0.0%    0.0%  Handler: parseInternal {493}
      5    0.0%    0.0%  Handler: parseInternal {46}
      5    0.0%    0.0%  Handler: parseInternal {421}
      5    0.0%    0.0%  Handler: parseInternal {384}
      5    0.0%    0.0%  Handler: parseInternal {315}
      5    0.0%    0.0%  Handler: parseInternal {298}
      5    0.0%    0.0%  Handler: parseInternal {290}
      5    0.0%    0.0%  Handler: parseInternal {267}
      5    0.0%    0.0%  Handler: parseInternal {25}
      5    0.0%    0.0%  Handler: parseInternal {254}
      5    0.0%    0.0%  Handler: parseInternal {246}
      5    0.0%    0.0%  Handler: parseInternal {237}
      5    0.0%    0.0%  Handler: parseInternal {20}
      5    0.0%    0.0%  Handler: parseInternal {206}
      5    0.0%    0.0%  Handler: parseInternal {19}
      5    0.0%    0.0%  Handler: parseInternal {166}
      5    0.0%    0.0%  Handler: parseInternal {125}
      5    0.0%    0.0%  Handler: parseInternal {10}
      5    0.0%    0.0%  Handler: parse {8}
      5    0.0%    0.0%  Handler: parse {73}
      5    0.0%    0.0%  Handler: parse {54}
      5    0.0%    0.0%  Handler: parse {485}
      5    0.0%    0.0%  Handler: parse {477}
      5    0.0%    0.0%  Handler: parse {442}
      5    0.0%    0.0%  Handler: parse {428}
      5    0.0%    0.0%  Handler: parse {424}
      5    0.0%    0.0%  Handler: parse {413}
      5    0.0%    0.0%  Handler: parse {3}
      5    0.0%    0.0%  Handler: parse {361}
      5    0.0%    0.0%  Handler: parse {35}
      5    0.0%    0.0%  Handler: parse {34}
      5    0.0%    0.0%  Handler: parse {324}
      5    0.0%    0.0%  Handler: parse {314}
      5    0.0%    0.0%  Handler: parse {286}
      5    0.0%    0.0%  Handler: parse {281}
      5    0.0%    0.0%  Handler: parse {280}
      5    0.0%    0.0%  Handler: parse {218}
      5    0.0%    0.0%  Handler: parse {210}
      5    0.0%    0.0%  Handler: parse {208}
      5    0.0%    0.0%  Handler: parse {203}
      5    0.0%    0.0%  Handler: parse {188}
      5    0.0%    0.0%  Handler: parse {185}
      5    0.0%    0.0%  Handler: parse {183}
      5    0.0%    0.0%  Handler: parse {140}
      5    0.0%    0.0%  Handler: parse {132}
      5    0.0%    0.0%  Handler: parse {129}
      5    0.0%    0.0%  Function: ~<anonymous> events.js:1:11
      5    0.0%    0.0%  Builtin: ConstructFunction
      4    0.0%    0.0%  Stub: RecordWriteStub {8}
      4    0.0%    0.0%  Stub: RecordWriteStub {7}
      4    0.0%    0.0%  Stub: RecordWriteStub {13}
      4    0.0%    0.0%  Stub: CompareICStub {6}
      4    0.0%    0.0%  LazyCompile: ~location C:\code\JS\pegs\lib\compiler\Parser.js:140:16
      4    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:300:9
      4    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:139:9
      4    0.0%    0.0%  Handler: parseInternal {99}
