Statistical profiling result from isolate-000000000027AC30-v8.log, (177275 ticks, 4035 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4    0.0%    0.0%  Handler: parseInternal {92}
      4    0.0%    0.0%  Handler: parseInternal {8}
      4    0.0%    0.0%  Handler: parseInternal {80}
      4    0.0%    0.0%  Handler: parseInternal {79}
      4    0.0%    0.0%  Handler: parseInternal {55}
      4    0.0%    0.0%  Handler: parseInternal {456}
      4    0.0%    0.0%  Handler: parseInternal {43}
      4    0.0%    0.0%  Handler: parseInternal {436}
      4    0.0%    0.0%  Handler: parseInternal {435}
      4    0.0%    0.0%  Handler: parseInternal {410}
      4    0.0%    0.0%  Handler: parseInternal {39}
      4    0.0%    0.0%  Handler: parseInternal {392}
      4    0.0%    0.0%  Handler: parseInternal {358}
      4    0.0%    0.0%  Handler: parseInternal {310}
      4    0.0%    0.0%  Handler: parseInternal {307}
      4    0.0%    0.0%  Handler: parseInternal {304}
      4    0.0%    0.0%  Handler: parseInternal {2}
      4    0.0%    0.0%  Handler: parseInternal {287}
      4    0.0%    0.0%  Handler: parseInternal {259}
      4    0.0%    0.0%  Handler: parseInternal {253}
      4    0.0%    0.0%  Handler: parseInternal {226}
      4    0.0%    0.0%  Handler: parseInternal {21}
      4    0.0%    0.0%  Handler: parseInternal {219}
      4    0.0%    0.0%  Handler: parseInternal {216}
      4    0.0%    0.0%  Handler: parseInternal {200}
      4    0.0%    0.0%  Handler: parseInternal {191}
      4    0.0%    0.0%  Handler: parseInternal {171}
      4    0.0%    0.0%  Handler: parseInternal {14}
      4    0.0%    0.0%  Handler: parseInternal {11}
      4    0.0%    0.0%  Handler: parseInternal {115}
      4    0.0%    0.0%  Handler: parseInternal {114}
      4    0.0%    0.0%  Handler: parse {90}
      4    0.0%    0.0%  Handler: parse {67}
      4    0.0%    0.0%  Handler: parse {419}
      4    0.0%    0.0%  Handler: parse {405}
      4    0.0%    0.0%  Handler: parse {355}
      4    0.0%    0.0%  Handler: parse {354}
      4    0.0%    0.0%  Handler: parse {313}
      4    0.0%    0.0%  Handler: parse {30}
      4    0.0%    0.0%  Handler: parse {301}
      4    0.0%    0.0%  Handler: parse {267}
      4    0.0%    0.0%  Handler: parse {254}
      4    0.0%    0.0%  Handler: parse {246}
      4    0.0%    0.0%  Handler: parse {238}
      4    0.0%    0.0%  Handler: parse {234}
      4    0.0%    0.0%  Handler: parse {209}
      4    0.0%    0.0%  Handler: parse {186}
      4    0.0%    0.0%  Handler: parse {156}
      4    0.0%    0.0%  Handler: parse {127}
      4    0.0%    0.0%  Handler: parse {121}
      4    0.0%    0.0%  Handler: parse {11}
      4    0.0%    0.0%  Handler: parse
      4    0.0%    0.0%  Builtin: Call_ReceiverIsNullOrUndefined
      3    0.0%    0.0%  Stub: RecordWriteStub {16}
      3    0.0%    0.0%  Stub: RecordWriteStub {10}
      3    0.0%    0.0%  Stub: LoadIndexedStringStub
      3    0.0%    0.0%  LazyCompile: ~location C:\code\JS\pegs\lib\compiler\Parser.js:187:16
      3    0.0%    0.0%  LazyCompile: *UseSparseVariant native array.js:95:26
      3    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:155:9
      3    0.0%    0.0%  Handler: parseInternal {94}
      3    0.0%    0.0%  Handler: parseInternal {88}
      3    0.0%    0.0%  Handler: parseInternal {69}
      3    0.0%    0.0%  Handler: parseInternal {5}
      3    0.0%    0.0%  Handler: parseInternal {503}
      3    0.0%    0.0%  Handler: parseInternal {4}
      3    0.0%    0.0%  Handler: parseInternal {467}
      3    0.0%    0.0%  Handler: parseInternal {444}
      3    0.0%    0.0%  Handler: parseInternal {426}
      3    0.0%    0.0%  Handler: parseInternal {40}
      3    0.0%    0.0%  Handler: parseInternal {383}
      3    0.0%    0.0%  Handler: parseInternal {359}
      3    0.0%    0.0%  Handler: parseInternal {343}
      3    0.0%    0.0%  Handler: parseInternal {333}
      3    0.0%    0.0%  Handler: parseInternal {280}
      3    0.0%    0.0%  Handler: parseInternal {271}
      3    0.0%    0.0%  Handler: parseInternal {261}
      3    0.0%    0.0%  Handler: parseInternal {251}
      3    0.0%    0.0%  Handler: parseInternal {242}
      3    0.0%    0.0%  Handler: parseInternal {235}
      3    0.0%    0.0%  Handler: parseInternal {229}
      3    0.0%    0.0%  Handler: parseInternal {227}
      3    0.0%    0.0%  Handler: parseInternal {209}
      3    0.0%    0.0%  Handler: parseInternal {207}
      3    0.0%    0.0%  Handler: parseInternal {181}
      3    0.0%    0.0%  Handler: parseInternal {142}
      3    0.0%    0.0%  Handler: parseInternal {12}
      3    0.0%    0.0%  Handler: parseInternal {118}
      3    0.0%    0.0%  Handler: parseInternal {106}
      3    0.0%    0.0%  Handler: parse {85}
      3    0.0%    0.0%  Handler: parse {60}
      3    0.0%    0.0%  Handler: parse {5}
      3    0.0%    0.0%  Handler: parse {46}
      3    0.0%    0.0%  Handler: parse {465}
      3    0.0%    0.0%  Handler: parse {45}
      3    0.0%    0.0%  Handler: parse {431}
      3    0.0%    0.0%  Handler: parse {420}
      3    0.0%    0.0%  Handler: parse {414}
      3    0.0%    0.0%  Handler: parse {40}
      3    0.0%    0.0%  Handler: parse {37}
      3    0.0%    0.0%  Handler: parse {375}
      3    0.0%    0.0%  Handler: parse {373}
      3    0.0%    0.0%  Handler: parse {340}
      3    0.0%    0.0%  Handler: parse {338}
      3    0.0%    0.0%  Handler: parse {277}
      3    0.0%    0.0%  Handler: parse {262}
      3    0.0%    0.0%  Handler: parse {239}
      3    0.0%    0.0%  Handler: parse {233}
      3    0.0%    0.0%  Handler: parse {227}
      3    0.0%    0.0%  Handler: parse {211}
      3    0.0%    0.0%  Handler: parse {206}
      3    0.0%    0.0%  Handler: parse {1}
      3    0.0%    0.0%  Handler: parse {152}
      3    0.0%    0.0%  Handler: parse {150}
      3    0.0%    0.0%  Handler: parse {12}
      3    0.0%    0.0%  Handler: parse {120}
      3    0.0%    0.0%  Handler: parse {113}
      3    0.0%    0.0%  Handler: parse {10}
      3    0.0%    0.0%  Function: ~<anonymous> native harmony-regexp-exec.js:2:10
      2    0.0%    0.0%  Stub: RecordWriteStub {2}
      2    0.0%    0.0%  Stub: CompareICStub {1}
      2    0.0%    0.0%  LazyCompile: ~location C:\code\JS\pegs\lib\compiler\Parser.js:107:16
      2    0.0%    0.0%  LazyCompile: ~Reference.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:116:50
      2    0.0%    0.0%  LazyCompile: ~<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:475:9
      2    0.0%    0.0%  LazyCompile: ~<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:217:9
      2    0.0%    0.0%  LazyCompile: *filter native array.js:927:21
      2    0.0%    0.0%  LazyCompile: *StackHas native array.js:120:18
      2    0.0%    0.0%  LazyCompile: *Parser.parse C:\code\JS\pegs\lib\runtime\Parser.js:16:39
      2    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:351:9
      2    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:202:9
      2    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:170:9
      2    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:122:9
      2    0.0%    0.0%  Handler: parseInternal {97}
      2    0.0%    0.0%  Handler: parseInternal {90}
      2    0.0%    0.0%  Handler: parseInternal {81}
      2    0.0%    0.0%  Handler: parseInternal {6}
      2    0.0%    0.0%  Handler: parseInternal {59}
      2    0.0%    0.0%  Handler: parseInternal {502}
      2    0.0%    0.0%  Handler: parseInternal {501}
      2    0.0%    0.0%  Handler: parseInternal {49}
      2    0.0%    0.0%  Handler: parseInternal {494}
      2    0.0%    0.0%  Handler: parseInternal {486}
      2    0.0%    0.0%  Handler: parseInternal {485}
      2    0.0%    0.0%  Handler: parseInternal {484}
      2    0.0%    0.0%  Handler: parseInternal {47}
      2    0.0%    0.0%  Handler: parseInternal {475}
      2    0.0%    0.0%  Handler: parseInternal {470}
      2    0.0%    0.0%  Handler: parseInternal {457}
      2    0.0%    0.0%  Handler: parseInternal {454}
      2    0.0%    0.0%  Handler: parseInternal {448}
      2    0.0%    0.0%  Handler: parseInternal {420}
      2    0.0%    0.0%  Handler: parseInternal {416}
      2    0.0%    0.0%  Handler: parseInternal {412}
      2    0.0%    0.0%  Handler: parseInternal {405}
      2    0.0%    0.0%  Handler: parseInternal {402}
      2    0.0%    0.0%  Handler: parseInternal {3}
      2    0.0%    0.0%  Handler: parseInternal {376}
      2    0.0%    0.0%  Handler: parseInternal {363}
      2    0.0%    0.0%  Handler: parseInternal {352}
      2    0.0%    0.0%  Handler: parseInternal {347}
      2    0.0%    0.0%  Handler: parseInternal {326}
      2    0.0%    0.0%  Handler: parseInternal {325}
      2    0.0%    0.0%  Handler: parseInternal {322}
      2    0.0%    0.0%  Handler: parseInternal {305}
      2    0.0%    0.0%  Handler: parseInternal {29}
      2    0.0%    0.0%  Handler: parseInternal {299}
      2    0.0%    0.0%  Handler: parseInternal {297}
      2    0.0%    0.0%  Handler: parseInternal {289}
      2    0.0%    0.0%  Handler: parseInternal {286}
      2    0.0%    0.0%  Handler: parseInternal {275}
      2    0.0%    0.0%  Handler: parseInternal {268}
      2    0.0%    0.0%  Handler: parseInternal {265}
      2    0.0%    0.0%  Handler: parseInternal {264}
      2    0.0%    0.0%  Handler: parseInternal {234}
      2    0.0%    0.0%  Handler: parseInternal {224}
      2    0.0%    0.0%  Handler: parseInternal {218}
      2    0.0%    0.0%  Handler: parseInternal {187}
      2    0.0%    0.0%  Handler: parseInternal {174}
      2    0.0%    0.0%  Handler: parseInternal {167}
      2    0.0%    0.0%  Handler: parseInternal {15}
      2    0.0%    0.0%  Handler: parseInternal {145}
      2    0.0%    0.0%  Handler: parseInternal {109}
      2    0.0%    0.0%  Handler: parseInternal {103}
      2    0.0%    0.0%  Handler: parse {75}
      2    0.0%    0.0%  Handler: parse {484}
      2    0.0%    0.0%  Handler: parse {456}
      2    0.0%    0.0%  Handler: parse {443}
      2    0.0%    0.0%  Handler: parse {440}
      2    0.0%    0.0%  Handler: parse {430}
      2    0.0%    0.0%  Handler: parse {422}
      2    0.0%    0.0%  Handler: parse {417}
      2    0.0%    0.0%  Handler: parse {412}
      2    0.0%    0.0%  Handler: parse {407}
      2    0.0%    0.0%  Handler: parse {406}
      2    0.0%    0.0%  Handler: parse {404}
      2    0.0%    0.0%  Handler: parse {392}
      2    0.0%    0.0%  Handler: parse {388}
      2    0.0%    0.0%  Handler: parse {368}
      2    0.0%    0.0%  Handler: parse {348}
      2    0.0%    0.0%  Handler: parse {341}
      2    0.0%    0.0%  Handler: parse {318}
      2    0.0%    0.0%  Handler: parse {317}
      2    0.0%    0.0%  Handler: parse {315}
      2    0.0%    0.0%  Handler: parse {307}
      2    0.0%    0.0%  Handler: parse {300}
      2    0.0%    0.0%  Handler: parse {29}
      2    0.0%    0.0%  Handler: parse {297}
      2    0.0%    0.0%  Handler: parse {290}
      2    0.0%    0.0%  Handler: parse {275}
      2    0.0%    0.0%  Handler: parse {261}
      2    0.0%    0.0%  Handler: parse {251}
      2    0.0%    0.0%  Handler: parse {24}
      2    0.0%    0.0%  Handler: parse {244}
      2    0.0%    0.0%  Handler: parse {243}
      2    0.0%    0.0%  Handler: parse {228}
      2    0.0%    0.0%  Handler: parse {221}
      2    0.0%    0.0%  Handler: parse {21}
      2    0.0%    0.0%  Handler: parse {20}
      2    0.0%    0.0%  Handler: parse {190}
      2    0.0%    0.0%  Handler: parse {177}
      2    0.0%    0.0%  Handler: parse {168}
      2    0.0%    0.0%  Handler: parse {151}
      2    0.0%    0.0%  Handler: parse {142}
      2    0.0%    0.0%  Handler: parse {137}
      2    0.0%    0.0%  Handler: parse {133}
      2    0.0%    0.0%  Handler: parse {122}
      2    0.0%    0.0%  Handler: parse {103}
      1    0.0%    0.0%  Stub: ToBooleanICStub
      1    0.0%    0.0%  Stub: StoreFieldStub
      1    0.0%    0.0%  Stub: StoreBufferOverflowStub
      1    0.0%    0.0%  Stub: RecordWriteStub {4}
      1    0.0%    0.0%  Stub: RecordWriteStub {15}
      1    0.0%    0.0%  Stub: RecordWriteStub {14}
      1    0.0%    0.0%  Stub: RecordWriteStub {12}
      1    0.0%    0.0%  Stub: RecordWriteStub {11}
      1    0.0%    0.0%  Stub: InternalArrayConstructorStub
      1    0.0%    0.0%  Stub: FastCloneShallowArrayStub
      1    0.0%    0.0%  Stub: CompareICStub {8}
      1    0.0%    0.0%  Stub: CompareICStub {7}
      1    0.0%    0.0%  Stub: CallConstructStub
      1    0.0%    0.0%  Stub: BinaryOpICStub {1}
      1    0.0%    0.0%  LazyCompile: ~text C:\code\JS\pegs\lib\compiler\Parser.js:386:12
      1    0.0%    0.0%  LazyCompile: ~location C:\code\JS\pegs\lib\compiler\Parser.js:352:16
      1    0.0%    0.0%  LazyCompile: ~Repeat.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:205:47
      1    0.0%    0.0%  LazyCompile: ~NotPredicate.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:251:53
      1    0.0%    0.0%  LazyCompile: ~Choice.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:182:47
      1    0.0%    0.0%  LazyCompile: *exports.parser.location C:\code\JS\pegs\lib\compiler\Parser.js:427:9
      1    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:258:9
      1    0.0%    0.0%  LazyCompile: *<anonymous> C:\code\JS\pegs\lib\compiler\Parser.js:186:9
      1    0.0%    0.0%  KeyedStoreIC: A keyed store IC from the snapshot
      1    0.0%    0.0%  Handler: parseInternal {9}
      1    0.0%    0.0%  Handler: parseInternal {98}
      1    0.0%    0.0%  Handler: parseInternal {91}
      1    0.0%    0.0%  Handler: parseInternal {89}
      1    0.0%    0.0%  Handler: parseInternal {87}
      1    0.0%    0.0%  Handler: parseInternal {78}
      1    0.0%    0.0%  Handler: parseInternal {77}
      1    0.0%    0.0%  Handler: parseInternal {72}
      1    0.0%    0.0%  Handler: parseInternal {71}
      1    0.0%    0.0%  Handler: parseInternal {70}
      1    0.0%    0.0%  Handler: parseInternal {68}
      1    0.0%    0.0%  Handler: parseInternal {67}
      1    0.0%    0.0%  Handler: parseInternal {62}
      1    0.0%    0.0%  Handler: parseInternal {61}
      1    0.0%    0.0%  Handler: parseInternal {60}
      1    0.0%    0.0%  Handler: parseInternal {52}
      1    0.0%    0.0%  Handler: parseInternal {51}
      1    0.0%    0.0%  Handler: parseInternal {489}
      1    0.0%    0.0%  Handler: parseInternal {487}
      1    0.0%    0.0%  Handler: parseInternal {481}
      1    0.0%    0.0%  Handler: parseInternal {477}
      1    0.0%    0.0%  Handler: parseInternal {476}
      1    0.0%    0.0%  Handler: parseInternal {468}
      1    0.0%    0.0%  Handler: parseInternal {466}
      1    0.0%    0.0%  Handler: parseInternal {463}
      1    0.0%    0.0%  Handler: parseInternal {459}
      1    0.0%    0.0%  Handler: parseInternal {458}
      1    0.0%    0.0%  Handler: parseInternal {449}
      1    0.0%    0.0%  Handler: parseInternal {447}
      1    0.0%    0.0%  Handler: parseInternal {440}
      1    0.0%    0.0%  Handler: parseInternal {438}
      1    0.0%    0.0%  Handler: parseInternal {437}
      1    0.0%    0.0%  Handler: parseInternal {430}
      1    0.0%    0.0%  Handler: parseInternal {42}
      1    0.0%    0.0%  Handler: parseInternal {429}
      1    0.0%    0.0%  Handler: parseInternal {428}
      1    0.0%    0.0%  Handler: parseInternal {41}
      1    0.0%    0.0%  Handler: parseInternal {413}
      1    0.0%    0.0%  Handler: parseInternal {411}
      1    0.0%    0.0%  Handler: parseInternal {404}
      1    0.0%    0.0%  Handler: parseInternal {403}
      1    0.0%    0.0%  Handler: parseInternal {396}
      1    0.0%    0.0%  Handler: parseInternal {395}
      1    0.0%    0.0%  Handler: parseInternal {394}
      1    0.0%    0.0%  Handler: parseInternal {38}
      1    0.0%    0.0%  Handler: parseInternal {387}
      1    0.0%    0.0%  Handler: parseInternal {386}
      1    0.0%    0.0%  Handler: parseInternal {378}
      1    0.0%    0.0%  Handler: parseInternal {377}
      1    0.0%    0.0%  Handler: parseInternal {369}
      1    0.0%    0.0%  Handler: parseInternal {362}
      1    0.0%    0.0%  Handler: parseInternal {361}
      1    0.0%    0.0%  Handler: parseInternal {353}
      1    0.0%    0.0%  Handler: parseInternal {345}
      1    0.0%    0.0%  Handler: parseInternal {344}
      1    0.0%    0.0%  Handler: parseInternal {336}
      1    0.0%    0.0%  Handler: parseInternal {335}
      1    0.0%    0.0%  Handler: parseInternal {32}
      1    0.0%    0.0%  Handler: parseInternal {327}
      1    0.0%    0.0%  Handler: parseInternal {31}
      1    0.0%    0.0%  Handler: parseInternal {318}
      1    0.0%    0.0%  Handler: parseInternal {317}
      1    0.0%    0.0%  Handler: parseInternal {316}
      1    0.0%    0.0%  Handler: parseInternal {312}
      1    0.0%    0.0%  Handler: parseInternal {30}
      1    0.0%    0.0%  Handler: parseInternal {308}
      1    0.0%    0.0%  Handler: parseInternal {306}
      1    0.0%    0.0%  Handler: parseInternal {291}
      1    0.0%    0.0%  Handler: parseInternal {28}
      1    0.0%    0.0%  Handler: parseInternal {282}
      1    0.0%    0.0%  Handler: parseInternal {281}
      1    0.0%    0.0%  Handler: parseInternal {27}
      1    0.0%    0.0%  Handler: parseInternal {279}
      1    0.0%    0.0%  Handler: parseInternal {277}
      1    0.0%    0.0%  Handler: parseInternal {26}
      1    0.0%    0.0%  Handler: parseInternal {262}
      1    0.0%    0.0%  Handler: parseInternal {255}
      1    0.0%    0.0%  Handler: parseInternal {247}
      1    0.0%    0.0%  Handler: parseInternal {239}
      1    0.0%    0.0%  Handler: parseInternal {238}
      1    0.0%    0.0%  Handler: parseInternal {236}
      1    0.0%    0.0%  Handler: parseInternal {228}
      1    0.0%    0.0%  Handler: parseInternal {220}
      1    0.0%    0.0%  Handler: parseInternal {214}
      1    0.0%    0.0%  Handler: parseInternal {210}
      1    0.0%    0.0%  Handler: parseInternal {202}
      1    0.0%    0.0%  Handler: parseInternal {201}
      1    0.0%    0.0%  Handler: parseInternal {1}
      1    0.0%    0.0%  Handler: parseInternal {193}
      1    0.0%    0.0%  Handler: parseInternal {192}
      1    0.0%    0.0%  Handler: parseInternal {180}
      1    0.0%    0.0%  Handler: parseInternal {177}
      1    0.0%    0.0%  Handler: parseInternal {176}
      1    0.0%    0.0%  Handler: parseInternal {175}
      1    0.0%    0.0%  Handler: parseInternal {159}
      1    0.0%    0.0%  Handler: parseInternal {158}
      1    0.0%    0.0%  Handler: parseInternal {157}
      1    0.0%    0.0%  Handler: parseInternal {156}
      1    0.0%    0.0%  Handler: parseInternal {155}
      1    0.0%    0.0%  Handler: parseInternal {153}
      1    0.0%    0.0%  Handler: parseInternal {148}
      1    0.0%    0.0%  Handler: parseInternal {146}
      1    0.0%    0.0%  Handler: parseInternal {143}
      1    0.0%    0.0%  Handler: parseInternal {140}
      1    0.0%    0.0%  Handler: parseInternal {13}
      1    0.0%    0.0%  Handler: parseInternal {137}
      1    0.0%    0.0%  Handler: parseInternal {136}
      1    0.0%    0.0%  Handler: parseInternal {134}
      1    0.0%    0.0%  Handler: parseInternal {128}
      1    0.0%    0.0%  Handler: parseInternal {127}
      1    0.0%    0.0%  Handler: parseInternal {126}
      1    0.0%    0.0%  Handler: parseInternal {122}
      1    0.0%    0.0%  Handler: parseInternal {117}
      1    0.0%    0.0%  Handler: parseInternal {110}
      1    0.0%    0.0%  Handler: parseInternal {100}
      1    0.0%    0.0%  Handler: parse {98}
      1    0.0%    0.0%  Handler: parse {97}
      1    0.0%    0.0%  Handler: parse {95}
      1    0.0%    0.0%  Handler: parse {94}
      1    0.0%    0.0%  Handler: parse {87}
      1    0.0%    0.0%  Handler: parse {86}
      1    0.0%    0.0%  Handler: parse {78}
      1    0.0%    0.0%  Handler: parse {76}
      1    0.0%    0.0%  Handler: parse {6}
      1    0.0%    0.0%  Handler: parse {69}
      1    0.0%    0.0%  Handler: parse {68}
      1    0.0%    0.0%  Handler: parse {63}
      1    0.0%    0.0%  Handler: parse {59}
      1    0.0%    0.0%  Handler: parse {57}
      1    0.0%    0.0%  Handler: parse {49}
      1    0.0%    0.0%  Handler: parse {48}
      1    0.0%    0.0%  Handler: parse {488}
      1    0.0%    0.0%  Handler: parse {487}
      1    0.0%    0.0%  Handler: parse {486}
      1    0.0%    0.0%  Handler: parse {479}
      1    0.0%    0.0%  Handler: parse {478}
      1    0.0%    0.0%  Handler: parse {471}
      1    0.0%    0.0%  Handler: parse {470}
      1    0.0%    0.0%  Handler: parse {469}
      1    0.0%    0.0%  Handler: parse {467}
      1    0.0%    0.0%  Handler: parse {461}
      1    0.0%    0.0%  Handler: parse {460}
      1    0.0%    0.0%  Handler: parse {452}
      1    0.0%    0.0%  Handler: parse {451}
      1    0.0%    0.0%  Handler: parse {444}
      1    0.0%    0.0%  Handler: parse {441}
      1    0.0%    0.0%  Handler: parse {436}
      1    0.0%    0.0%  Handler: parse {433}
      1    0.0%    0.0%  Handler: parse {432}
      1    0.0%    0.0%  Handler: parse {423}
      1    0.0%    0.0%  Handler: parse {39}
      1    0.0%    0.0%  Handler: parse {399}
      1    0.0%    0.0%  Handler: parse {391}
      1    0.0%    0.0%  Handler: parse {38}
      1    0.0%    0.0%  Handler: parse {384}
      1    0.0%    0.0%  Handler: parse {383}
      1    0.0%    0.0%  Handler: parse {376}
      1    0.0%    0.0%  Handler: parse {36}
      1    0.0%    0.0%  Handler: parse {366}
      1    0.0%    0.0%  Handler: parse {365}
      1    0.0%    0.0%  Handler: parse {364}
      1    0.0%    0.0%  Handler: parse {363}
      1    0.0%    0.0%  Handler: parse {356}
      1    0.0%    0.0%  Handler: parse {349}
      1    0.0%    0.0%  Handler: parse {339}
      1    0.0%    0.0%  Handler: parse {333}
      1    0.0%    0.0%  Handler: parse {327}
      1    0.0%    0.0%  Handler: parse {326}
      1    0.0%    0.0%  Handler: parse {325}
      1    0.0%    0.0%  Handler: parse {316}
      1    0.0%    0.0%  Handler: parse {312}
      1    0.0%    0.0%  Handler: parse {299}
      1    0.0%    0.0%  Handler: parse {291}
      1    0.0%    0.0%  Handler: parse {28}
      1    0.0%    0.0%  Handler: parse {289}
      1    0.0%    0.0%  Handler: parse {282}
      1    0.0%    0.0%  Handler: parse {274}
      1    0.0%    0.0%  Handler: parse {273}
      1    0.0%    0.0%  Handler: parse {272}
      1    0.0%    0.0%  Handler: parse {271}
      1    0.0%    0.0%  Handler: parse {270}
      1    0.0%    0.0%  Handler: parse {263}
      1    0.0%    0.0%  Handler: parse {255}
      1    0.0%    0.0%  Handler: parse {247}
      1    0.0%    0.0%  Handler: parse {237}
      1    0.0%    0.0%  Handler: parse {22}
      1    0.0%    0.0%  Handler: parse {225}
      1    0.0%    0.0%  Handler: parse {222}
      1    0.0%    0.0%  Handler: parse {220}
      1    0.0%    0.0%  Handler: parse {219}
      1    0.0%    0.0%  Handler: parse {212}
      1    0.0%    0.0%  Handler: parse {204}
      1    0.0%    0.0%  Handler: parse {196}
      1    0.0%    0.0%  Handler: parse {195}
      1    0.0%    0.0%  Handler: parse {187}
      1    0.0%    0.0%  Handler: parse {17}
      1    0.0%    0.0%  Handler: parse {179}
      1    0.0%    0.0%  Handler: parse {178}
      1    0.0%    0.0%  Handler: parse {176}
      1    0.0%    0.0%  Handler: parse {170}
      1    0.0%    0.0%  Handler: parse {169}
      1    0.0%    0.0%  Handler: parse {162}
      1    0.0%    0.0%  Handler: parse {161}
      1    0.0%    0.0%  Handler: parse {154}
      1    0.0%    0.0%  Handler: parse {149}
      1    0.0%    0.0%  Handler: parse {143}
      1    0.0%    0.0%  Handler: parse {141}
      1    0.0%    0.0%  Handler: parse {13}
      1    0.0%    0.0%  Handler: parse {134}
      1    0.0%    0.0%  Handler: parse {131}
      1    0.0%    0.0%  Handler: parse {124}
      1    0.0%    0.0%  Handler: parse {123}
      1    0.0%    0.0%  Handler: parse {118}
      1    0.0%    0.0%  Handler: parse {114}
      1    0.0%    0.0%  Handler: parse {112}
      1    0.0%    0.0%  Handler: parse {105}
      1    0.0%    0.0%  Handler: parse {104}

 [C++]:
   ticks  total  nonlib   name

 [Summary]:
   ticks  total  nonlib   name
  159106   89.8%   97.5%  JavaScript
      0    0.0%    0.0%  C++
   1958    1.1%    1.2%  GC
  14134    8.0%          Shared libraries
   4035    2.3%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 2.0% are not shown.

   ticks parent  name
  23815   13.4%  Stub: LoadICStub
   8282   34.8%    LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
   3376   40.8%      LazyCompile: *Choice.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:182:47
   3153   93.4%        LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
   2930   92.9%          LazyCompile: *Reference.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:116:50
   2844   97.1%            LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
     86    2.9%            LazyCompile: *Repeat.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:205:47
    223    7.1%          LazyCompile: *NotPredicate.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:251:53
    223  100.0%            LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
    222    6.6%        LazyCompile: *Repeat.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:205:47
    219   98.6%          LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
    128   58.4%            LazyCompile: *Reference.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:116:50
     91   41.6%            LazyCompile: *Action.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:355:47
   2733   33.0%      LazyCompile: *Reference.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:116:50
   2582   94.5%        LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
   1722   66.7%          LazyCompile: *Choice.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:182:47
   1503   87.3%            LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
    219   12.7%            LazyCompile: *Repeat.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:205:47
    543   21.0%          LazyCompile: *Sequence.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:152:49
    539   99.3%            LazyCompile: *Group.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:336:46
    162    6.3%          LazyCompile: *Action.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:355:47
    162  100.0%            LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
    123    4.8%          LazyCompile: *NotPredicate.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:251:53
    123  100.0%            LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
    149    5.5%        LazyCompile: *Repeat.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:205:47
    149  100.0%          LazyCompile: *Rule.parse C:\code\JS\pegs\lib\runtime\Rule.js:22:37
    149  100.0%            LazyCompile: *Action.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:355:47
   1221   14.7%      LazyCompile: *Action.parseInternal C:\code\JS\pegs\lib\runtime\Rules.js:355:47
